name	div	num_date	clade_membership	subclade	haplotype
A/HongKong/656/2018	0.020574684755797684	2018.2643835616439	3C.2a2	B.2	B.2
A/HongKong/50/2016-egg	0.015988712035727312	2015.995890410959	3C.2a	B	A
A/Canberra/7/2016	0.014268789041437696	2016.2745901639344	3C.2a	B	A
A/NorthCarolina/4/2016	0.012561136431740552	2016.0341530054645	3C.2a	B	A
A/Antananarivo/1067/2016-egg	0.015981288800779415	2016.2609289617487	3C.2a1	B.1	A
A/Antananarivo/1067/2016	0.014269043263884146	2016.2609289617487	3C.2a1	B.1	A
A/Norway/3806/2016-egg	0.017119893005716133	2016.4494535519125	3C.2a1	B.1	A
A/Greece/4/2017-egg	0.019976724036649095	2017.004109589041	3C.2a1a	B.1.1	A
A/Arizona/67/2016	0.01826364722465766	2016.3401639344263	3C.2a1	B.1	A
A/Delaware/32/2016	0.01769166892681691	2016.872950819672	3C.2a1	B.1	A
A/Washington/106/2016	0.018260857459837708	2016.9631147540983	3C.2a1	B.1	A
A/Singapore/Infimh-16-0019/2016	0.016548589413801697	2016.4521857923498	3C.2a1	B.1	A
A/Singapore/Infimh-16-0019/2016-egg	0.01825778951649435	2016.4521857923498	3C.2a1	B.1	A
A/SouthAustralia/135/2016	0.015977743765908305	2016.8428961748634	3C.2a1	B.1	A
A/Newcastle/30/2016	0.01597798829204794	2016.2418032786886	3C.2a1	B.1	A
A/Florida/23/2017	0.018830971164165412	2017.2232876712328	3C.2a1	B.1	A
A/Texas/68/2017	0.019400042393553658	2017.16301369863	3C.2a1	B.1	A
A/Singapore/TT0555/2017	0.017123766961112397	2017.3602739726027	3C.2a1	B.1	A
A/SouthCarolina/4/2017	0.01769264541041745	2017.045205479452	3C.2a1	B.1	A
A/Yokohama/145/2017	0.01883181670822472	2017.7410958904109	3C.2a1	B.1	A
A/Sydney/22/2018	0.02170498431217934	2018.168493150685	3C.2a1	B.1	A
A/Nagano/2731/2017	0.0211526579001617	2017.9082191780822	3C.2a1	B.1	A
A/HongKong/2286/2017	0.019968745495008072	2017.390410958904	3C.2a1b.1	B.1.2.1	A
A/HongKong/2286/2017-egg	0.02224896509441485	2017.390410958904	3C.2a1b.1	B.1.2.1	A
A/Afghanistan/616/2017	0.02224643444615662	2017.9	3C.2a1b.1	B.1.2.1	A
A/Afghanistan/833/2017	0.023385640652995802	2017.941095890411	3C.2a1b.1	B.1.2.1	A
A/Victoria/653/2017	0.02053822674299952	2017.6068493150685	3C.2a1b.1	B.1.2.1	A
A/Victoria/653/2017-egg	0.02226147344142306	2017.6068493150685	3C.2a1b.1	B.1.2.1	A
A/NewCaledonia/8/2018	0.018830729992026538	2018.1602739726027	3C.2a1b.1	B.1.2.1	A
A/Wisconsin/327/2017	0.019399390869368423	2017.7246575342465	3C.2a1b.1	B.1.2.1	A
A/AbuDhabi/240/2018	0.020536587159843665	2018.0013698630137	3C.2a1b.1	B.1.2.1	A
A/AbuDhabi/240/2018-egg	0.02224559288456317	2018.0013698630137	3C.2a1b.1	B.1.2.1	A
A/LaRioja/2202/2018	0.01997807863832868	2018.2506849315068	3C.2a1b.1	B.1.2.1	A
A/Cambodia/e0403374/2020	0.029193831948039022	2020.1844262295083	3C.2a1b.1b	D	A
A/HongKong/2671/2019	0.024524491978906014	2019.458904109589	3C.2a1b.1b	D	A
A/HongKong/2671/2019-egg	0.02623327450794402	2019.458904109589	3C.2a1b.1b	D	A
A/Delaware/39/2019	0.0250937386987948	2019.4041095890411	3C.2a1b.1b	D	A
A/Pennsylvania/1026/2019	0.026232756390888953	2019.8424657534247	3C.2a1b.1b	D	A
A/Pennsylvania/1026/2019-egg	0.02794252988739697	2019.8424657534247	3C.2a1b.1b	D	A
A/Darwin/726/2019	0.025663737279692716	2019.7547945205479	3C.2a1b.1b	D	A
A/Kenya/110/2022	0.03022612403871022	2021.9219178082192	3C.2a1b.1b	D	A
A/NosyBe/13357/2021	0.030231616680889025	2021.9301369863015	3C.2a1b.1b	D	A
A/Picardie/44663/2021	0.030231905385674492	2021.8972602739725	3C.2a1b.1b	D	A
A/NosyBe/13360/2021	0.029652914384872373	2021.9328767123288	3C.2a1b.1b	D	A
A/NosyBe/13359/2021	0.029652914384872373	2021.9301369863015	3C.2a1b.1b	D	A
A/Yokohama/68/2020	0.026819998099828934	2020.129781420765	3C.2a1b.1a	B.1.2.1.1	A
A/NewYork/21/2020	0.026250870550798396	2020.0969945355191	3C.2a1b.1a	B.1.2.1.1	A
A/Ethiopia/609/2021	0.030241706684788122	2021.8780821917808	3C.2a1b.1a	B.1.2.1.1	A
A/Ethiopia/1055/2021	0.0313827465185462	2021.9	3C.2a1b.1a	B.1.2.1.1	A
A/Ethiopia/2573/2021	0.029672207213349112	2021.8780821917808	3C.2a1b.1a	B.1.2.1.1	A
A/Ethiopia/2575/2021	0.0291032087401797	2021.8917808219178	3C.2a1b.1a	B.1.2.1.1	A
A/Qatar/16-VI-22-1526775/2022	0.03368742676373423	2022.3383561643836	3C.2a1b.1a	B.1.2.1.1	A
A/Qatar/15-VI-22-1438736/2022	0.033686829102566165	2022.272602739726	3C.2a1b.1a	B.1.2.1.1	A
A/Qatar/10-VI-22-1447658/2022	0.03310771589770601	2022.2808219178082	3C.2a1b.1a	B.1.2.1.1	A
A/Qatar/16-VI-22-1446249/2022	0.032528105816643074	2022.2780821917809	3C.2a1b.1a	B.1.2.1.1	A
A/Qatar/10-VI-22-1507146/2022	0.032528105816643074	2022.3219178082193	3C.2a1b.1a	B.1.2.1.1	A
A/Perth/20/2020	0.027389388948950336	2020.077868852459	3C.2a1b.1a	B.1.2.1.1	A
A/Perth/20/2020-egg	0.028528787965962615	2020.077868852459	3C.2a1b.1a	B.1.2.1.1	A
A/Togo/771/2020	0.02852917396185321	2020.7909836065573	3C.2a1b.1a	B.1.2.1.1	A
A/Sydney/8/2021	0.03026498224229442	2021.8835616438357	3C.2a1b.1a	B.1.2.1.1	A
A/Mozambique/2518/2021	0.03138120027127305	2021.990410958904	3C.2a1b.1a	B.1.2.1.1	A
A/Uganda/1842/2022	0.03538134238454338	2022.2123287671234	3C.2a1b.1a	B.1.2.1.1	A
A/Uganda/221/2022	0.03137639404565459	2022.1849315068494	3C.2a1b.1a	B.1.2.1.1	A
A/Uganda/210/2022	0.03137639404565459	2022.141095890411	3C.2a1b.1a	B.1.2.1.1	A
A/Niger/10111/2021	0.03424052187165375	2021.9	3C.2a1b.1a	B.1.2.1.1	A
A/Togo/1843/2021	0.031374209760308025	2021.9520547945206	3C.2a1b.1a	B.1.2.1.1	A
A/Togo/1653/2021	0.030804988180447728	2021.8972602739725	3C.2a1b.1a	B.1.2.1.1	A
A/Tunisia/7468/2022	0.034874532364740446	2022.0780821917808	3C.2a1b.1a	B.1.2.1.1	A
A/Ghana/3268/2021	0.03427958230528586	2021.9027397260274	3C.2a1b.1a	B.1.2.1.1	A
A/Niger/10188/2021	0.0342273702475313	2021.941095890411	3C.2a1b.1a	B.1.2.1.1	A
A/Iowa/60/2018	0.023388178220579085	2018.7931506849316	3C.2a1b.2	E	A
A/SouthAustralia/34/2019	0.024527427317513215	2019.1	3C.2a1b.2	E	A
A/Christchurch/515/2019-egg	0.02566316245812961	2019.2534246575342	3C.2a1b.2b	E.2	A
A/Hawaii/42/2019	0.026231482452307758	2019.4041095890411	3C.2a1b.2b	E.2	A
A/Victoria/223/2019	0.02854733181726967	2019.6123287671232	3C.2a1b.2b	E.2	A
A/Qatar/16-VI-19-0049409/2019	0.028550035256748228	2019.6534246575343	3C.2a1b.2a	E.1	A
A/Tasmania/503/2020-egg	0.033651951746446654	2020.127049180328	1	F	A
A/TimorLeste/2/2022	0.03650983149214337	2022.0287671232877	1	F	F:45T
A/TimorLeste/6/2022	0.038234709208596396	2022.0506849315068	1	F	F:45T
A/TimorLeste/8/2022	0.039361421961534034	2022.0479452054794	1	F	F:45T
A/TimorLeste/29/2022	0.03878314823146947	2022.0808219178082	1	F	F:45T
A/TimorLeste/46/2022	0.03878314823146947	2022.0890410958905	1	F	F:45T
A/TimorLeste/7/2022	0.03707775928090442	2022.0506849315068	1	F	F:45T
A/TimorLeste/5/2022	0.03707775928090453	2022.0534246575342	1	F	F:45T
A/TimorLeste/47/2022	0.037077759280904586	2022.0698630136985	1	F	F:45T
A/TimorLeste/22/2022	0.03707775928090464	2022.0945205479452	1	F	F:45T
A/TimorLeste/45/2022	0.03707775928090464	2022.1027397260275	1	F	F:45T
A/TimorLeste/58/2022	0.03881436764421633	2022.1438356164383	1	F	F:45T
A/TimorLeste/121/2022	0.03823517251013307	2022.141095890411	1	F	F:45T
A/TimorLeste/44/2022	0.03707775928090464	2022.0698630136985	1	F	F:45T
A/TimorLeste/14/2022	0.03707775928090464	2022.0945205479452	1	F	F:45T
A/TimorLeste/21/2022	0.0370777592809047	2022.0890410958905	1	F	F:45T
A/TimorLeste/20/2022	0.0370777592809047	2022.0917808219178	1	F	F:45T
A/Tasmania/503/2020	0.03137620432279285	2020.127049180328	1	F	A
A/Cambodia/e0826360/2020	0.03251280197479566	2020.5396174863388	1a	F.1	A
A/Cambodia/e0826360/2020-egg	0.033651815354507834	2020.5396174863388	1a	F.1	A
A/California/55/2020	0.033651516132407217	2020.7800546448088	1a	F.1	A
A/HongKong/4/2022	0.03936610232828301	2022.4479452054795	1a.1	F.1.1	F.1.1
A/Guangxi-Fangcheng/11343/2021	0.040501636589560214	2021.954794520548	1a.1	F.1.1	F.1.1
A/Guangxi-Fangcheng/11331/2021	0.039933839382303535	2021.9383561643835	1a.1	F.1.1	F.1.1
A/Guangxi/7240/2021	0.039933839382303535	2021.9383561643835	1a.1	F.1.1	F.1.1
A/Guangxi-Fangcheng/11320/2021	0.039933839382303535	2021.9356164383562	1a.1	F.1.1	F.1.1
A/Guangxi/7238/2021	0.039933839382303535	2021.9356164383562	1a.1	F.1.1	F.1.1
A/Zhejiang-Shangcheng/1876/2022	0.04163757720194159	2022.5876712328768	1a.1	F.1.1	F.1.1
A/Zhejiang-Gongshu/1667/2022	0.04107024836297094	2022.5054794520547	1a.1	F.1.1	F.1.1
A/Shandong-Shizhong/1410/2022	0.044476281138048204	2022.6780821917807	1a.1	F.1.1	F.1.1
A/Shandong-Zhangdian/1730/2022	0.04504421346563907	2022.954794520548	1a.1	F.1.1	F.1.1
A/Jiangxi-Yushui/351/2022	0.04277306437832877	2022.4095890410958	1a.1	F.1.1	F.1.1
A/Shanghai-Fengxian/1569/2022	0.043340824461021846	2022.5849315068492	1a.1	F.1.1	F.1.1
A/Shanghai-Chongming/1615/2022	0.04277306437832888	2022.6068493150685	1a.1	F.1.1	F.1.1
A/Shandong-Jiaozhou/1735/2022	0.04334042441962081	2022.9520547945206	1a.1	F.1.1	F.1.1
A/Shandong-Mudan/11080/2022	0.041637697296038265	2022.927397260274	1a.1	F.1.1	F.1.1
A/Yunnan-Maoshi/332/2022	0.042205467701655223	2022.4972602739726	1a.1	F.1.1	F.1.1
A/Neimenggu-Keerqin/121/2023	0.04220546770165528	2023.0123287671233	1a.1	F.1.1	F.1.1
A/Yunnan-Yingjiang/354/2022	0.04163770190334579	2022.5109589041097	1a.1	F.1.1	F.1.1
A/HongKong/2/2022	0.04220550418997313	2022.4315068493152	1a.1	F.1.1	F.1.1
A/Zhejiang-Shangcheng/1915/2022	0.04163746235149891	2022.609589041096	1a.1	F.1.1	F.1.1
A/Shanghai-Hongkou/1736/2022	0.04220511523039149	2022.927397260274	1a.1	F.1.1	F.1.1
A/Sichuan-Dongpo/11206/2022	0.043343912314678636	2022.9465753424658	1a.1	F.1.1	F.1.1
A/Jiangsu-Qingjiangpu/1128/2023	0.041636912615696374	2023.0616438356165	1a.1	F.1.1	F.1.1
A/Jiangxi-Yushui/346/2022	0.04106933727999769	2022.390410958904	1a.1	F.1.1	F.1.1
A/Sichuan-Gulin/334/2022	0.04220530422721603	2022.5164383561644	1a.1	F.1.1	F.1.1
A/Guangxi-Bamayaozuzizhi/324/2022	0.042205366962386796	2022.4287671232876	1a.1	F.1.1	F.1.1
A/Guangdong-Zhongshan/1443/2022	0.041069337279997745	2022.3712328767124	1a.1	F.1.1	F.1.1
A/Hunan-Wuling/11629/2022	0.04163710674984043	2022.5821917808219	1a.1	F.1.1	F.1.1
A/Sichuan-Shunqing/1730/2022	0.0416370380784538	2022.823287671233	1a.1	F.1.1	F.1.1
A/Sichuan-Tongchuan/1788/2022	0.04220588306414736	2022.8561643835617	1a.1	F.1.1	F.1.1
A/Sichuan-Qingyang/11379/2022	0.04163728155255213	2022.6013698630136	1a.1	F.1.1	F.1.1
A/Zhejiang-Nanhu/11082/2022	0.04277347615687552	2022.8123287671233	1a.1	F.1.1	F.1.1
A/Heilongjiang-Taoshan/186/2023	0.042205712781477285	2023.0671232876712	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1766/2022	0.04220534298882008	2022.2753424657535	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1715/2022	0.04163706945426433	2022.2589041095891	1a.1	F.1.1	F.1.1
A/Zhejiang-Dongtou/251/2022	0.04220492734667664	2022.231506849315	1a.1	F.1.1	F.1.1
A/Zhejiang-yongkang/1307/2022	0.04163706945426433	2022.1986301369864	1a.1	F.1.1	F.1.1
A/Zhejiang-yongkang/1312/2022	0.04163706945426433	2022.1986301369864	1a.1	F.1.1	F.1.1
A/Zhejiang-longwan/1338/2022	0.04163706945426433	2022.1986301369864	1a.1	F.1.1	F.1.1
A/Yunnan-Qilin/1421/2022	0.04277275190938646	2022.3958904109588	1a.1	F.1.1	F.1.1
A/Yunnan-Qilin/1467/2022	0.04277337565743592	2022.4397260273972	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1752/2022	0.042204958668610716	2022.2589041095891	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1756/2022	0.042204958668610716	2022.2589041095891	1a.1	F.1.1	F.1.1
A/Zhejiang-Yongkang/1528/2022	0.04163706945426439	2022.3465753424657	1a.1	F.1.1	F.1.1
A/Zhejiang-Longwan/1419/2022	0.04163706945426439	2022.2369863013698	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1728/2022	0.04163706945426439	2022.2589041095891	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1727/2022	0.041637069454264444	2022.2589041095891	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1779/2022	0.04220499579556321	2022.2753424657535	1a.1	F.1.1	F.1.1
A/Zhejiang-Nanhu/11037/2022	0.04447916363675274	2022.7739726027398	1a.1	F.1.1	F.1.1
A/Zhejiang-Gongshu/11193/2022	0.044480164474930195	2022.9164383561645	1a.1	F.1.1	F.1.1
A/Zhejiang-Shangcheng/11342/2022	0.04334161728897653	2022.9109589041095	1a.1	F.1.1	F.1.1
A/Zhejiang-Shangcheng/11308/2022	0.04334161728897653	2022.8780821917808	1a.1	F.1.1	F.1.1
A/Zhejiang-Shangcheng/1702/2022	0.04391052450733289	2022.4671232876713	1a.1	F.1.1	F.1.1
A/Zhejiang-Longwan/1593/2022	0.04334251477380445	2022.3739726027397	1a.1	F.1.1	F.1.1
A/Zhejiang-Longwan/1709/2022	0.043910593187385834	2022.5054794520547	1a.1	F.1.1	F.1.1
A/Zhejiang-Longwan/1608/2022	0.043910593187385834	2022.390410958904	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1721/2022	0.04163706945426439	2022.2616438356165	1a.1	F.1.1	F.1.1
A/Zhejiang-Yongkang/1620/2022	0.041637069454264444	2022.4095890410958	1a.1	F.1.1	F.1.1
A/Zhejiang-Yongkang/1536/2022	0.0416370694542645	2022.3520547945207	1a.1	F.1.1	F.1.1
A/Zhejiang-Wucheng/32/2022	0.0416370694542645	2022.4123287671232	1a.1	F.1.1	F.1.1
A/Zhejiang-Liandou/1721/2022	0.042204898709345795	2022.4671232876713	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1759/2022	0.041637069454264444	2022.2616438356165	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1769/2022	0.0416370694542645	2022.2753424657535	1a.1	F.1.1	F.1.1
A/Sichuan-Gaoxin/1544/2022	0.04220526848051401	2022.5082191780823	1a.1	F.1.1	F.1.1
A/Shanghai-Fengxian/1681/2022	0.04334351775355254	2022.6780821917807	1a.1	F.1.1	F.1.1
A/Guizhou-xinyi/1723/2022	0.041637069454264444	2022.2589041095891	1a.1	F.1.1	F.1.1
A/Zhejiang-Jiaojiang/11017/2022	0.04277330367425982	2022.8917808219178	1a.1	F.1.1	F.1.1
A/Zhejiang-Nanhu/11279/2022	0.045622009766819085	2022.954794520548	1a.1	F.1.1	F.1.1
A/Yunnan-Qilin/1819/2022	0.04334215759194811	2022.7767123287672	1a.1	F.1.1	F.1.1
A/Sichuan-Beichuanqiangzuzizhi/32/2022	0.042209263287269504	2022.9465753424658	1a.1	F.1.1	F.1.1
A/Zhejiang-Jiaojiang/11041/2022	0.04277322883994404	2022.9082191780822	1a.1	F.1.1	F.1.1
A/Yunnan-Zhaoyang/1414/2022	0.04277322883994404	2022.8890410958904	1a.1	F.1.1	F.1.1
A/Zhejiang-Gongshu/11024/2022	0.04334457125557945	2022.782191780822	1a.1	F.1.1	F.1.1
A/Yunnan-Zhaoyang/1269/2022	0.04163706945426461	2022.6780821917807	1a.1	F.1.1	F.1.1
A/Yunnan-Hongta/11161/2022	0.042204958668610994	2022.8068493150686	1a.1	F.1.1	F.1.1
A/Anhui-Qiaocheng/16/2023	0.04334368243514182	2023.004109589041	1a.1	F.1.1	F.1.1
A/Shandong-Shibei/11486/2022	0.04277464124062733	2022.9520547945206	1a.1	F.1.1	F.1.1
A/Neimenggu-Keerqin/125/2023	0.042204995795563596	2023.0123287671233	1a.1	F.1.1	F.1.1
A/Yunnan-Simao/169/2023	0.0422049273466772	2023.1	1a.1	F.1.1	F.1.1
A/Yunnan-Zhenxiong/51/2023	0.041637069454264944	2023.0890410958905	1a.1	F.1.1	F.1.1
A/Sichuan-Santai/11054/2022	0.04220499579556371	2022.9383561643835	1a.1	F.1.1	F.1.1
A/Zhejiang-Haishu/1587/2022	0.04050147950926401	2022.2205479452055	1a.1	F.1.1	F.1.1
A/Yunnan-Chuxiong/1499/2022	0.042206941169226145	2022.4095890410958	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Chuxiong/1468/2022	0.04163888975878091	2022.390410958904	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Chuxiong/1459/2022	0.042206909854275936	2022.3849315068494	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Chuxiong/317/2022	0.04163888975878097	2022.4150684931508	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Chuxiong/1503/2022	0.04163888975878097	2022.4095890410958	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Maoshi/1751/2022	0.04277970027164298	2022.5082191780823	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Lushui/1975/2022	0.04050163658956049	2022.2452054794521	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Yingjiang/324/2022	0.04163757827114627	2022.4890410958903	1a.1	F.1.1	F.1.1:50K
A/Zhejiang-Nanhu/1711/2022	0.041638071366716586	2022.513698630137	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Linxiang/1196/2022	0.04050163658956066	2022.782191780822	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Maoshi/1610/2022	0.04107016880111994	2022.4561643835616	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Gejiu/327/2022	0.04163790787578747	2022.3794520547945	1a.1	F.1.1	F.1.1:50K
A/Yunnan-Chuxiong/1792/2022	0.04163815187931146	2022.6780821917807	1a.1	F.1.1	F.1.1:50K
A/Hunan-liuyang/362/2022	0.040501636589560436	2022.190410958904	1a.1	F.1.1	F.1.1
A/Hunan-Liuyang/359/2022	0.040501636589560436	2022.190410958904	1a.1	F.1.1	F.1.1
A/Hunan-liuyang/357/2022	0.040501636589560436	2022.190410958904	1a.1	F.1.1	F.1.1
A/Hubei-Jiangan/1233/2022	0.03993383938230387	2022.182191780822	1a.1	F.1.1	F.1.1
A/Sichuan-Fucheng/12159/2022	0.0422066849360719	2022.9328767123288	1a.1	F.1.1	F.1.1
A/Jiangsu-wuxi/729/2022	0.040501673671475835	2022.527397260274	1a.1	F.1.1	F.1.1
A/Hunan-yanfeng/1299/2022	0.04050151309117766	2022.2780821917809	1a.1	F.1.1	F.1.1
A/Hunan-yanfeng/1246/2022	0.039933839382304034	2022.2424657534248	1a.1	F.1.1	F.1.1
A/Hunan-Beihu/1435/2022	0.039933839382304034	2022.3082191780823	1a.1	F.1.1	F.1.1
A/Hunan-Tianyuan/1765/2022	0.04050163658956077	2022.5821917808219	1a.1	F.1.1	F.1.1
A/Yunnan-Chuxiong/342/2022	0.041069684338873695	2022.6698630136987	1a.1	F.1.1	F.1.1
A/Yunnan-Xishan/11119/2022	0.0422091614370087	2022.8698630136987	1a.1	F.1.1	F.1.1
A/Zhejiang-Gongshu/11065/2022	0.041640190521404004	2022.8123287671233	1a.1	F.1.1	F.1.1
A/Zhejiang-Gongshu/11152/2022	0.041640190521404004	2022.8945205479451	1a.1	F.1.1	F.1.1
A/Hunan-yuhua/1610/2022	0.0405016050357586	2022.2369863013698	1a.1	F.1.1	F.1.1
A/Yunnan-Qilin/1457/2022	0.04107006154821737	2022.445205479452	1a.1	F.1.1	F.1.1
A/Hunan-Yuhu/1772/2022	0.042776142663237676	2022.5876712328768	1a.1	F.1.1	F.1.1
A/Sichuan-Jiangyang/11294/2022	0.04107021081811599	2022.541095890411	1a.1	F.1.1	F.1.1
A/Washington/47/2022	0.041069998878594444	2022.6479452054793	1a.1	F.1.1	F.1.1
A/Sichuan-Jingyang/11678/2022	0.04163876312444183	2022.6780821917807	1a.1	F.1.1	F.1.1
A/Hainan-Baotinglizumiaozuzizhi/35/2022	0.039933839382304145	2022.4506849315069	1a.1	F.1.1	F.1.1
A/Shanghai-Fengxian/1478/2022	0.04050178491963408	2022.5027397260274	1a.1	F.1.1	F.1.1
A/Shanghai-Changning/1503/2022	0.04106981441124167	2022.5821917808219	1a.1	F.1.1	F.1.1
A/Shanghai-Huangpu/1360/2022	0.0399338393823042	2022.5493150684931	1a.1	F.1.1	F.1.1
A/Shanghai-Yangpu/1646/2022	0.04050147950926468	2022.7191780821918	1a.1	F.1.1	F.1.1
A/Shanghai-Huangpu/1637/2022	0.03993383938230431	2022.7383561643835	1a.1	F.1.1	F.1.1
A/Yunnan-Anning/11170/2022	0.040501605035759045	2022.8698630136987	1a.1	F.1.1	F.1.1
A/Zhejiang-Nanhu/1746/2022	0.04106999887859411	2022.5465753424658	1a.1	F.1.1	F.1.1
A/Sichuan-Guangan/1188/2022	0.03993383938230392	2022.2150684931507	1a.1	F.1.1	F.1.1
A/Hunan-yanfeng/1261/2022	0.04106943289527415	2022.2424657534248	1a.1	F.1.1	F.1.1
A/Hunan-yanfeng/1254/2022	0.039933839382304034	2022.2397260273972	1a.1	F.1.1	F.1.1
A/Hunan-hengyang/342/2022	0.03993383938230409	2022.2616438356165	1a.1	F.1.1	F.1.1
A/Hunan-yanfeng/1305/2022	0.039933839382304145	2022.2808219178082	1a.1	F.1.1	F.1.1
A/Hunan-Beihu/1455/2022	0.0399338393823042	2022.3191780821917	1a.1	F.1.1	F.1.1
A/HongKong/6/2022	0.039933839382304256	2022.4671232876713	1a.1	F.1.1	F.1.1
A/Sichuan-Qingyang/12047/2022	0.04163902152985916	2022.9328767123288	1a.1	F.1.1	F.1.1
A/Sichuan-Qingyang/12031/2022	0.0422063023019184	2022.9301369863015	1a.1	F.1.1	F.1.1
A/Sichuan-Qionglai/32/2022	0.040501479509264846	2022.8013698630136	1a.1	F.1.1	F.1.1
A/Zhejiang-Nanhu/11241/2022	0.04334554484937619	2022.9301369863015	1a.1	F.1.1	F.1.1
A/Zhejiang-Shangcheng/11000/2022	0.0405019744096232	2022.6671232876713	1a.1	F.1.1	F.1.1
A/Zhejiang-Suichang/31/2022	0.04050163658956116	2022.8945205479451	1a.1	F.1.1	F.1.1
A/Shandong-Shibei/11507/2022	0.04107023889870984	2022.9520547945206	1a.1	F.1.1	F.1.1
A/Jiangxi-Linchuan/12069/2022	0.041637425490443004	2022.390410958904	1a.1	F.1.1	F.1.1
A/Zhejiang-Shangcheng/11246/2022	0.04277696461197955	2022.8397260273973	1a.1	F.1.1	F.1.1
A/Shanghai-Fengxian/1459/2022	0.04106948997265183	2022.4835616438356	1a.1	F.1.1	F.1.1
A/Zhejiang-Liandou/1823/2022	0.04277546461438603	2022.527397260274	1a.1	F.1.1	F.1.1
A/Sichuan-Gaoxin/1625/2022	0.04163723644331373	2022.5821917808219	1a.1	F.1.1	F.1.1
A/Jiangsu-wuxi/779/2022	0.04050151309117788	2022.5712328767124	1a.1	F.1.1	F.1.1
A/Zhejiang-Nanhu/1696/2022	0.041637241226649586	2022.5054794520547	1a.1	F.1.1	F.1.1
A/Jiangsu-wuxi/801/2022	0.04050151309117799	2022.5821917808219	1a.1	F.1.1	F.1.1
A/Jiangsu-wuxi/858/2022	0.04050151309117799	2022.6287671232876	1a.1	F.1.1	F.1.1
A/Shandong-Jiaozhou/1708/2022	0.04391458704588047	2022.9328767123288	1a.1	F.1.1	F.1.1
